genere,anni,videogame
0,26,fantasy
1,30,sparatutto
0,15,fantasy
0,25,platform
1,31,sparatutto
1,41,gestionale
1,29,sparatutto
1,30,combattimento
1,34,sparatutto
1,25,sparatutto
1,40,gestionale
1,25,sparatutto
1,15,sparatutto
1,20,combattimento
0,21,fantasy
1,23,sparatutto
1,26,platform
1,27,sparatutto
1,24,sparatutto
1,13,combattimento
1,27,platform
1,26,sparatutto
0,43,gestionale
1,20,sparatutto
0,34,gestionale
1,35,combattimento
0,30,platform
0,32,gestionale
1,45,gestionale
0,32,fantasy
0,18,platform
1,28,platform
1,45,gestionale
0,15,gestionale
1,36,sparatutto
1,43,gestionale
1,33,fantasy
1,34,combattimento
1,36,platform
0,45,platform
1,32,sparatutto
0,38,gestionale
0,40,gestionale
0,14,platform
0,41,gestionale
1,22,gestionale
1,24,combattimento
1,32,fantasy
0,45,gestionale
0,28,fantasy
1,22,combattimento
0,22,fantasy
0,31,fantasy
0,24,platform
1,16,combattimento
1,28,sparatutto
1,33,gestionale
1,35,gestionale
0,36,fantasy
1,24,platform
1,37,platform
0,32,platform
1,23,combattimento
0,28,combattimento
0,18,platform
0,26,fantasy
0,27,sparatutto
1,22,combattimento
0,35,fantasy
1,26,gestionale
1,35,platform
0,38,gestionale
0,21,platform
1,23,combattimento
1,13,combattimento
0,21,platform
1,28,sparatutto
1,26,platform
1,25,sparatutto
0,21,fantasy
1,28,sparatutto
0,27,platform
0,31,platform
1,44,gestionale
1,12,sparatutto
0,41,gestionale
1,32,platform
0,39,fantasy
0,39,gestionale
0,23,fantasy
0,16,platform
1,34,sparatutto
0,21,platform
0,20,platform
1,25,gestionale
1,41,gestionale
0,27,fantasy
1,33,platform
0,18,platform
1,25,combattimento
1,32,combattimento
0,31,fantasy
1,40,gestionale
1,30,combattimento
0,33,fantasy
0,30,platform
1,22,platform
1,23,combattimento
0,28,fantasy
1,30,sparatutto
0,20,fantasy
1,43,fantasy
0,21,platform
1,23,combattimento
1,42,sparatutto
1,41,sparatutto
0,20,combattimento
1,23,combattimento
1,37,sparatutto
1,26,sparatutto
0,28,fantasy
0,38,gestionale
0,28,fantasy
0,38,platform
1,34,gestionale
0,29,gestionale
1,42,gestionale
1,24,fantasy
0,32,platform
0,32,gestionale
0,35,platform
0,44,fantasy
0,35,fantasy
0,34,fantasy
0,30,fantasy
1,28,sparatutto
0,24,gestionale
0,22,platform
0,18,platform
0,32,fantasy
0,16,sparatutto
0,36,fantasy
0,21,platform
1,18,combattimento
0,19,platform
1,27,sparatutto
1,19,combattimento
1,34,sparatutto
0,33,fantasy
1,36,gestionale
0,25,fantasy
0,28,platform
0,32,gestionale
0,25,combattimento
1,22,sparatutto
0,30,sparatutto
0,13,sparatutto
0,24,fantasy
1,29,platform
0,26,combattimento
0,21,gestionale
1,41,gestionale
0,20,gestionale
1,34,combattimento
1,40,gestionale
0,27,fantasy
1,32,combattimento
1,44,gestionale
1,31,sparatutto
0,24,gestionale
1,28,platform
1,24,combattimento
0,27,platform
0,40,gestionale
0,20,sparatutto
1,22,combattimento
0,34,platform
1,20,sparatutto
1,31,platform
0,36,fantasy
0,24,sparatutto
0,31,gestionale
0,16,sparatutto
0,26,gestionale
0,44,gestionale
1,39,sparatutto
0,34,fantasy
0,15,sparatutto
0,28,fantasy
0,14,gestionale
0,30,fantasy
1,32,gestionale
0,20,platform
0,25,fantasy
0,36,fantasy
0,23,sparatutto
1,40,gestionale
0,18,combattimento
0,30,platform
1,31,combattimento
1,42,gestionale
1,17,combattimento
1,26,sparatutto
1,47,sparatutto
0,15,sparatutto
1,12,sparatutto
1,18,combattimento
1,33,sparatutto
0,43,platform
0,21,platform
0,29,fantasy
0,27,gestionale
0,23,fantasy
1,20,sparatutto
0,45,platform
1,25,sparatutto
1,23,combattimento
1,16,combattimento
1,24,sparatutto
0,18,fantasy
1,28,sparatutto
1,25,gestionale
1,13,combattimento
1,43,gestionale
1,47,combattimento
0,24,platform
1,21,combattimento
0,30,fantasy
1,18,combattimento
0,28,platform
1,25,sparatutto
0,41,gestionale
0,14,platform
0,32,fantasy
1,33,gestionale
1,17,combattimento
0,34,fantasy
0,23,sparatutto
0,17,platform
0,29,gestionale
1,36,combattimento
0,24,fantasy
1,16,platform
1,21,combattimento
0,40,fantasy
0,14,fantasy
0,38,gestionale
1,30,gestionale
0,28,gestionale
0,21,platform
0,17,fantasy
1,31,gestionale
1,32,combattimento
0,21,fantasy
1,35,combattimento
1,17,gestionale
1,25,sparatutto
0,23,fantasy
1,15,sparatutto
0,39,gestionale
0,24,sparatutto
0,29,platform
1,21,combattimento
1,16,combattimento
1,20,fantasy
1,22,combattimento
0,14,gestionale
1,33,combattimento
1,18,combattimento
1,27,gestionale
0,20,sparatutto
1,20,combattimento
1,31,combattimento
1,19,gestionale
0,30,platform
1,27,sparatutto
1,36,platform
0,12,fantasy
0,38,gestionale
1,26,platform
0,12,platform
0,13,platform
1,30,sparatutto
0,21,sparatutto
0,43,gestionale
0,24,sparatutto
0,28,sparatutto
1,46,gestionale
0,23,platform
1,30,platform
0,17,platform
0,27,gestionale
1,30,sparatutto
1,27,gestionale
1,32,sparatutto
0,29,platform
0,35,platform
1,36,platform
1,38,combattimento
1,34,sparatutto
0,20,fantasy
1,31,sparatutto
1,21,combattimento
0,38,platform
1,33,combattimento
0,22,fantasy
1,39,gestionale
1,28,sparatutto
1,22,combattimento
1,19,combattimento
1,37,gestionale
0,27,fantasy
0,32,fantasy
1,26,combattimento
0,29,fantasy
0,25,fantasy
1,30,gestionale
0,28,gestionale
0,27,fantasy
0,19,fantasy
1,24,combattimento
0,21,gestionale
1,24,sparatutto
0,39,gestionale
0,12,gestionale
1,29,gestionale
1,23,sparatutto
0,25,gestionale
1,33,combattimento
1,33,gestionale
1,25,combattimento
1,29,sparatutto
1,36,sparatutto
1,14,combattimento
1,25,sparatutto
1,36,platform
0,28,gestionale
0,29,fantasy
0,32,gestionale
1,13,combattimento
0,44,gestionale
1,27,sparatutto
0,33,fantasy
1,17,fantasy
1,35,sparatutto
0,27,sparatutto
0,39,fantasy
0,39,combattimento
1,16,sparatutto
0,43,combattimento
0,19,gestionale
1,23,gestionale
1,27,combattimento
0,22,sparatutto
0,25,platform
1,37,sparatutto
0,39,platform
1,42,combattimento
0,26,fantasy
1,49,combattimento
1,29,sparatutto
0,21,platform
1,32,gestionale
1,26,sparatutto
0,36,fantasy
1,32,sparatutto
1,26,gestionale
0,28,fantasy
0,39,gestionale
0,27,fantasy
0,13,sparatutto
0,31,gestionale
0,37,fantasy
1,22,combattimento
1,44,gestionale
1,29,combattimento
0,24,platform
1,14,combattimento
0,20,platform
0,19,fantasy
1,24,combattimento
0,31,fantasy
1,20,combattimento
0,24,platform
0,15,fantasy
1,31,gestionale
1,37,sparatutto
0,23,sparatutto
1,26,gestionale
1,24,sparatutto
1,19,combattimento
1,26,platform
0,34,gestionale
1,26,sparatutto
1,50,gestionale
1,26,sparatutto
0,13,platform
0,25,fantasy
1,17,combattimento
1,24,platform
1,29,platform
0,42,gestionale
0,21,sparatutto
0,17,fantasy
0,25,sparatutto
1,36,sparatutto
0,32,gestionale
0,19,platform
1,23,platform
1,19,sparatutto
0,35,platform
1,40,gestionale
0,36,gestionale
1,18,combattimento
0,34,gestionale
0,22,platform
1,47,gestionale
0,33,fantasy
0,36,sparatutto
1,15,combattimento
1,24,combattimento
0,20,gestionale
0,23,fantasy
1,20,sparatutto
0,19,fantasy
1,26,gestionale
0,31,combattimento
0,34,fantasy
1,27,gestionale
0,34,platform
1,31,sparatutto
0,37,fantasy
1,31,sparatutto
1,38,combattimento
0,37,platform
1,15,gestionale
1,30,sparatutto
0,25,fantasy
0,26,combattimento
1,18,combattimento
0,15,sparatutto
0,34,fantasy
1,19,sparatutto
1,34,sparatutto
1,39,gestionale
1,23,gestionale
0,27,fantasy
0,37,combattimento
1,30,sparatutto
1,18,sparatutto
0,38,gestionale
1,13,combattimento
0,28,gestionale
1,30,sparatutto
0,24,platform
0,35,platform
0,13,sparatutto
1,41,combattimento
1,38,fantasy
1,25,sparatutto
0,28,fantasy
1,28,gestionale
1,24,combattimento
1,32,sparatutto
0,25,fantasy
0,12,sparatutto
1,32,fantasy
0,44,gestionale
0,41,gestionale
0,22,combattimento
1,17,platform
0,39,fantasy
0,24,sparatutto
1,33,sparatutto
0,21,fantasy
0,31,sparatutto
1,17,combattimento
1,27,sparatutto
0,18,platform
1,42,gestionale
1,12,platform
0,28,fantasy
1,38,gestionale
0,45,platform
1,25,platform
1,35,sparatutto
1,23,combattimento
1,30,sparatutto
1,18,combattimento
0,43,platform
1,29,gestionale
0,18,platform
0,28,platform
1,27,sparatutto
1,39,sparatutto
1,16,combattimento
1,33,gestionale
0,25,gestionale
1,12,gestionale
0,26,fantasy
1,38,gestionale
1,24,combattimento
0,41,gestionale
1,16,combattimento
0,30,fantasy
0,45,combattimento
0,31,fantasy
0,34,platform
1,23,platform
0,33,gestionale
0,34,gestionale
0,22,platform
0,29,combattimento
1,26,sparatutto
1,48,sparatutto
0,24,platform
0,36,platform
0,19,fantasy
0,38,gestionale
1,24,combattimento
1,17,sparatutto
1,27,sparatutto
0,27,fantasy
0,27,gestionale
1,17,sparatutto
1,22,sparatutto
1,20,combattimento
1,16,combattimento
1,39,fantasy
1,27,sparatutto
0,50,fantasy
1,19,combattimento
0,16,gestionale
1,15,gestionale
1,14,combattimento
1,26,fantasy
1,19,combattimento
1,35,sparatutto
0,22,sparatutto
1,21,fantasy
0,38,platform
0,24,platform
0,17,fantasy
1,18,platform
1,28,combattimento
1,46,combattimento
1,24,sparatutto
1,41,sparatutto
1,17,gestionale
1,12,combattimento
1,29,platform
0,20,sparatutto
1,18,sparatutto
0,27,gestionale
0,14,gestionale
1,39,gestionale
1,23,combattimento
1,35,platform
0,12,fantasy
1,33,sparatutto
1,35,sparatutto
1,33,gestionale
0,26,fantasy
1,35,platform
0,21,fantasy
0,40,gestionale
0,36,fantasy
0,13,platform
0,32,combattimento
1,20,combattimento
0,47,gestionale
0,32,fantasy
1,31,sparatutto
1,34,combattimento
0,30,platform
1,43,fantasy
1,31,combattimento
0,36,gestionale
1,28,gestionale
1,32,sparatutto
1,41,gestionale
0,24,sparatutto
1,25,gestionale
1,32,platform
0,19,platform
1,25,sparatutto
1,26,gestionale
0,15,platform
0,33,fantasy
1,17,sparatutto
0,32,gestionale
0,15,platform
1,21,combattimento
0,17,platform
0,41,gestionale
0,41,combattimento
1,42,combattimento
0,27,combattimento
1,28,platform
1,33,platform
0,19,platform
0,31,fantasy
1,34,combattimento
1,37,sparatutto
1,35,gestionale
0,34,fantasy
1,22,combattimento
1,13,sparatutto
0,16,platform
1,21,combattimento
1,23,combattimento
0,40,combattimento
1,28,platform
0,24,sparatutto
1,40,gestionale
0,28,fantasy
0,14,platform
1,20,combattimento
0,44,fantasy
1,28,combattimento
0,44,sparatutto
0,26,fantasy
0,46,gestionale
0,34,platform
0,17,gestionale
1,36,sparatutto
0,28,fantasy
0,23,platform
1,33,combattimento
1,35,sparatutto
1,26,sparatutto
0,37,gestionale
1,28,combattimento
0,18,platform
1,22,combattimento
0,36,gestionale
1,32,platform
0,19,gestionale
1,12,platform
0,28,fantasy
1,24,sparatutto
0,25,platform
1,24,combattimento
1,35,combattimento
1,28,sparatutto
0,29,gestionale
0,14,fantasy
0,21,platform
0,37,gestionale
0,29,combattimento
1,31,platform
1,31,combattimento
0,32,fantasy
0,32,platform
1,16,combattimento
1,17,combattimento
0,40,gestionale
0,30,combattimento
1,31,platform
0,22,platform
0,24,sparatutto
1,17,combattimento
0,26,fantasy
0,17,gestionale
1,22,fantasy
0,23,platform
1,29,sparatutto
0,19,sparatutto
1,19,combattimento
0,33,fantasy
1,44,combattimento
0,41,gestionale
1,22,sparatutto
1,35,sparatutto
0,22,fantasy
0,42,gestionale
1,39,gestionale
0,35,gestionale
1,36,fantasy
0,35,fantasy
1,28,sparatutto
0,38,gestionale
0,18,platform
1,28,platform
1,14,combattimento
0,23,platform
1,33,sparatutto
1,30,gestionale
1,21,combattimento
0,35,gestionale
0,22,sparatutto
1,37,sparatutto
0,13,fantasy
0,17,sparatutto
0,44,fantasy
1,42,fantasy
1,22,platform
1,32,sparatutto
0,30,sparatutto
0,32,gestionale
0,17,platform
1,18,platform
1,24,combattimento
1,20,combattimento
1,27,sparatutto
1,37,gestionale
1,16,combattimento
1,21,combattimento
1,35,gestionale
0,14,combattimento
1,22,combattimento
1,37,platform
0,29,platform
1,29,gestionale
1,26,sparatutto
1,26,platform
1,35,sparatutto
0,26,fantasy
0,14,sparatutto
0,20,gestionale
1,29,sparatutto
1,26,fantasy
1,16,gestionale
1,33,gestionale
1,32,gestionale
1,12,combattimento
0,28,combattimento
1,27,sparatutto
1,27,sparatutto
1,38,gestionale
1,23,sparatutto
1,23,sparatutto
0,29,combattimento
1,21,combattimento
0,31,sparatutto
1,22,combattimento
1,34,sparatutto
1,30,platform
1,24,combattimento
0,37,fantasy
1,25,gestionale
0,13,sparatutto
0,21,platform
0,22,sparatutto
0,27,fantasy
0,33,fantasy
0,46,gestionale
1,19,combattimento
1,24,combattimento
0,31,platform
1,21,platform
1,12,combattimento
1,29,platform
1,21,gestionale
1,42,gestionale
0,24,platform
0,32,fantasy
1,23,combattimento
1,28,combattimento
1,28,sparatutto
1,32,combattimento
0,38,gestionale
0,32,fantasy
1,18,combattimento
0,34,fantasy
0,30,gestionale
1,22,combattimento
1,14,fantasy
1,12,sparatutto
1,25,fantasy
0,27,gestionale
0,32,fantasy
0,21,sparatutto
0,30,combattimento
0,15,platform
1,40,gestionale
1,28,combattimento
1,36,gestionale
0,21,combattimento
1,17,combattimento
1,27,sparatutto
1,41,gestionale
0,24,fantasy
0,25,fantasy
0,28,fantasy
1,17,combattimento
0,41,gestionale
1,40,gestionale
1,28,gestionale
0,30,combattimento
1,29,sparatutto
0,26,gestionale
0,18,platform
0,24,gestionale
0,30,fantasy
1,26,platform
0,34,gestionale
0,29,fantasy
1,13,combattimento
1,29,platform
1,12,sparatutto
0,25,fantasy
1,21,gestionale
1,27,platform
0,14,fantasy
0,36,fantasy
1,35,sparatutto
0,21,fantasy
1,29,platform
0,14,fantasy
0,20,fantasy
1,15,sparatutto
0,39,gestionale
1,18,combattimento
1,38,gestionale
1,27,sparatutto
1,18,combattimento
1,16,sparatutto
1,28,combattimento
0,45,fantasy
1,35,sparatutto
0,30,gestionale
0,17,sparatutto
0,14,platform
1,28,platform
0,14,sparatutto
0,24,platform
1,31,combattimento
1,29,sparatutto
0,24,platform
0,27,fantasy
1,32,combattimento
1,15,sparatutto
1,25,sparatutto
1,40,gestionale
1,37,combattimento
0,21,sparatutto
1,20,combattimento
1,33,sparatutto
0,24,fantasy
1,27,platform
1,28,combattimento
0,23,platform
0,30,gestionale
0,37,gestionale
1,28,sparatutto
0,30,fantasy
1,41,gestionale
0,20,platform
1,26,gestionale
1,32,sparatutto
1,33,sparatutto
1,23,gestionale
1,28,gestionale
1,18,combattimento
1,41,gestionale
1,32,platform
1,25,combattimento
0,33,platform
1,24,sparatutto
0,26,fantasy
0,40,gestionale
1,13,combattimento
0,34,platform
0,13,platform
0,33,combattimento
1,36,platform
1,32,fantasy
1,27,combattimento
0,36,platform
0,27,fantasy
0,20,sparatutto
0,26,fantasy
0,16,combattimento
0,36,fantasy
1,36,sparatutto
0,24,platform
0,17,platform
1,27,gestionale
0,15,platform
0,33,fantasy
0,29,gestionale
0,39,gestionale
1,18,platform
1,24,sparatutto
1,41,sparatutto
0,31,platform
1,30,platform
1,27,combattimento
0,15,combattimento
0,16,platform
1,32,sparatutto
0,26,platform
0,20,fantasy
1,23,combattimento
0,31,gestionale
0,15,platform
1,28,sparatutto
1,41,platform
1,25,combattimento
1,27,sparatutto
1,19,combattimento
0,16,platform
1,13,combattimento
1,22,gestionale
0,24,platform
1,36,gestionale
0,16,gestionale
1,30,sparatutto
0,19,platform
1,18,sparatutto
1,32,sparatutto
1,30,gestionale
1,22,combattimento
0,42,gestionale
1,15,combattimento
1,30,platform
0,30,gestionale
1,33,gestionale
0,25,fantasy
1,30,sparatutto
1,15,combattimento
0,16,platform
0,16,platform
0,20,platform
0,23,platform
1,20,combattimento
1,23,sparatutto
1,32,sparatutto
1,32,sparatutto
0,16,platform
1,35,gestionale
1,37,combattimento
0,23,fantasy
1,22,combattimento
0,23,platform
0,22,platform
1,33,platform
0,28,fantasy
1,13,sparatutto
1,33,gestionale
1,32,gestionale
1,25,combattimento
1,18,sparatutto
0,32,sparatutto
1,37,sparatutto
1,25,fantasy
1,19,combattimento
0,24,platform
0,33,fantasy
0,27,fantasy
1,35,platform
0,39,gestionale
1,18,sparatutto
1,20,sparatutto
1,28,combattimento
0,21,combattimento
1,17,combattimento
1,37,sparatutto
0,27,fantasy
1,27,sparatutto
1,48,gestionale
0,24,platform
0,30,combattimento
0,44,gestionale
1,43,gestionale
1,23,sparatutto
1,34,gestionale
1,32,combattimento
0,22,platform
1,24,combattimento
1,26,sparatutto
1,17,sparatutto
1,32,combattimento
1,27,combattimento
0,30,fantasy
1,36,gestionale
0,21,fantasy
0,30,sparatutto
0,26,fantasy
1,18,combattimento
0,43,gestionale
0,29,fantasy
1,13,combattimento
0,18,platform
0,32,gestionale
1,21,combattimento
0,37,gestionale
1,15,platform
0,24,sparatutto
1,37,platform
1,17,platform
1,30,sparatutto
0,34,gestionale
1,27,combattimento
1,18,sparatutto
1,27,sparatutto
0,28,platform
1,20,sparatutto
0,34,sparatutto
1,32,sparatutto
0,34,fantasy
1,18,combattimento
1,27,sparatutto
1,39,combattimento
1,38,gestionale
0,43,gestionale
0,25,platform
0,15,fantasy
0,30,fantasy
1,21,platform
1,24,combattimento
0,23,platform
1,22,combattimento
0,21,platform
0,42,fantasy
0,28,fantasy
0,21,sparatutto
1,38,gestionale
1,19,fantasy
0,19,sparatutto
0,20,platform
0,37,fantasy
0,24,fantasy
0,34,fantasy
0,16,fantasy
0,24,sparatutto
0,26,platform
0,41,gestionale
0,30,fantasy
0,41,combattimento
0,36,gestionale
1,24,combattimento
1,46,combattimento
0,15,sparatutto
0,42,fantasy
1,29,gestionale
0,29,fantasy
0,38,platform
1,34,sparatutto
1,46,combattimento
0,37,fantasy
0,37,fantasy
0,37,gestionale
1,33,sparatutto
1,28,sparatutto
0,23,sparatutto
0,16,combattimento
0,20,platform
0,24,fantasy
1,32,combattimento
1,34,sparatutto
0,26,platform
0,24,sparatutto
0,39,combattimento
1,36,platform
1,13,combattimento
1,12,fantasy
1,20,combattimento
1,14,sparatutto
0,20,fantasy
1,30,sparatutto
1,15,combattimento
1,32,sparatutto
1,31,combattimento
0,18,platform
1,25,sparatutto
0,24,platform
0,24,platform
0,18,gestionale
0,25,sparatutto
1,28,combattimento
0,32,platform
1,22,combattimento
0,38,gestionale
0,22,platform
0,25,combattimento
1,21,combattimento
0,30,platform
1,30,sparatutto
1,27,sparatutto
0,24,sparatutto
0,34,fantasy
1,31,gestionale
0,13,platform
1,39,combattimento
0,31,gestionale
0,35,gestionale
1,26,platform
1,36,sparatutto
0,30,fantasy
1,31,gestionale
1,28,gestionale
1,43,platform
0,42,gestionale
0,19,fantasy
1,16,combattimento
1,31,gestionale
1,14,combattimento
1,28,sparatutto
1,22,platform
0,23,platform
0,15,platform
0,35,fantasy
0,24,platform
0,27,sparatutto
0,36,fantasy
0,27,fantasy
0,17,platform
0,17,sparatutto
1,31,sparatutto
1,26,gestionale
1,34,gestionale
0,26,fantasy
1,19,sparatutto
0,34,fantasy
1,21,combattimento
0,39,fantasy
0,26,fantasy
1,31,sparatutto
1,17,platform
1,46,gestionale
0,21,platform
1,40,gestionale
0,39,gestionale
1,17,combattimento
0,43,combattimento
1,32,sparatutto
1,15,combattimento
0,16,sparatutto
0,29,platform
0,29,fantasy
1,22,sparatutto
0,23,platform
0,40,gestionale
1,23,sparatutto
0,30,fantasy
0,38,gestionale
0,32,platform
1,17,combattimento
1,21,combattimento
1,18,combattimento
1,17,gestionale
0,30,gestionale
1,38,sparatutto
0,20,sparatutto
0,24,fantasy
1,16,platform
1,17,fantasy
1,21,sparatutto
1,29,sparatutto
1,43,platform
0,34,fantasy
0,35,fantasy
1,15,platform
1,32,combattimento
1,13,sparatutto
1,29,platform
1,28,platform
1,32,combattimento
1,30,sparatutto
1,12,combattimento
0,26,sparatutto
0,36,fantasy
1,36,combattimento
0,45,gestionale
1,19,combattimento
1,26,sparatutto
0,18,sparatutto
0,25,combattimento
1,30,fantasy
0,19,platform
1,22,sparatutto
1,18,combattimento
0,29,fantasy
1,38,combattimento
1,22,platform
0,36,platform
1,23,gestionale
0,31,combattimento
0,25,platform
0,39,fantasy
0,27,gestionale
1,22,combattimento
1,44,combattimento
0,36,fantasy
0,23,platform
1,18,combattimento
0,17,fantasy
0,27,fantasy
1,47,gestionale
1,18,combattimento
0,27,platform
1,41,gestionale
1,31,platform
0,33,fantasy
0,13,platform
1,15,combattimento
1,31,gestionale
0,41,fantasy
1,39,platform
1,22,platform
0,14,gestionale
0,30,fantasy
0,33,sparatutto
0,29,combattimento
1,29,combattimento
1,26,sparatutto
0,27,fantasy
1,30,gestionale
1,37,platform
1,43,gestionale
0,25,fantasy
1,29,sparatutto
0,28,fantasy
0,39,fantasy
0,26,gestionale
0,20,platform
0,17,sparatutto
1,30,sparatutto
0,31,fantasy
0,25,gestionale
0,14,fantasy
0,29,platform
0,28,fantasy
1,29,gestionale
0,33,gestionale
1,23,platform
1,43,gestionale
0,28,gestionale
0,29,fantasy
1,28,gestionale
1,33,combattimento
1,34,sparatutto
0,35,fantasy
0,18,platform
0,29,fantasy
0,28,fantasy
0,39,combattimento
1,42,gestionale
1,26,sparatutto
0,17,sparatutto
1,13,platform
1,18,sparatutto
0,36,platform
0,20,fantasy
1,18,combattimento
0,25,gestionale
0,36,fantasy
0,30,gestionale
1,24,combattimento
0,39,fantasy
1,14,combattimento
1,16,platform
0,27,fantasy
0,29,gestionale
0,39,gestionale
0,30,fantasy
0,33,combattimento
1,42,gestionale
0,38,gestionale
1,33,sparatutto
0,35,gestionale
0,33,gestionale
1,34,gestionale
0,28,sparatutto
1,25,combattimento
0,20,platform
1,18,fantasy
0,32,platform
0,39,fantasy
0,22,platform
0,17,gestionale
0,25,fantasy
0,19,fantasy
1,37,gestionale
0,29,fantasy
1,43,combattimento
0,21,fantasy
0,26,fantasy
1,34,gestionale
1,17,sparatutto
0,42,gestionale
0,47,gestionale
1,30,combattimento
0,17,fantasy
0,25,fantasy
0,41,sparatutto
0,30,fantasy
1,35,sparatutto
0,23,platform
1,13,combattimento
1,44,gestionale
